Year,Month,Origin_Country,CustomsItem_2_Digits,CustomsItem_8_Digits,Exempt_CustomsItem,CustomsHouse,Quantity,Quantity_MeasurementUnitID,Quantity_MeasurementUnitName,TradeAgreementName,TermsOfSale,IsTradeAgreementWithQuota,NISCurrencyAmount,CurrencyCode,AutonomyTypeID,AutonomyType,GovernmentProcedureTypeName,GovernmentProcedureTypeEnglishName,IsPreferenceDocument,GeneralCustomsTax,PurchaseTax,VAT
2024,1,AT,73,73023000,,Ashdod,1,6,Kilogram,,CIF,0,8781.05,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2943
2024,1,AT,73,73110093,,Ashdod,383.8,6,Kilogram,EU,EXW,0,39714.38,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,7320
2024,1,BE,96,96020020,,Ben Gurion Airport,567.62,6,Kilogram,,EXW,0,144260.03,EUR,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,28019
2024,1,CA,84,84718000,,Ben Gurion Airport,1,1,Each,,CPT,0,11851.43,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2015
2024,1,CA,84,84733000,,Ben Gurion Airport,6,6,Kilogram,,DDU,0,80644.42,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,13774
2024,1,CA,84,84799099,,Ben Gurion Airport,0.45,6,Kilogram,CAN,EXW,0,9484.7,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1697
2024,1,CA,84,84799099,,Ben Gurion Airport,12,6,Kilogram,,DAP,0,132922.72,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,22771
2024,1,CA,84,84807100,,Ben Gurion Airport,2,6,Kilogram,,FCA,0,14118.45,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2407
2024,1,CA,84,84818060,,Ashdod,1,6,Kilogram,,FOB,0,149.51,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,32,34
2024,1,CA,84,84818099,,Ben Gurion Airport,3,6,Kilogram,,EXW,0,3166.7,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,551
2024,1,CA,84,84818099,,Ben Gurion Airport,73.66,6,Kilogram,,FOB,0,161737.11,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,27703
2024,1,CA,84,84829990,,Ben Gurion Airport,1,6,Kilogram,,FCA,0,419.34,CAD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,71
2024,1,CA,84,84831091,,Ben Gurion Airport,1,1,Each,,FCA,0,293.48,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,85,90
2024,1,CA,84,84835010,,Ashdod,2,1,Each,,EXW,0,231.99,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,47,49
2024,1,CA,84,84835010,,Ashdod,20,1,Each,,CFR,0,2393.37,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,465,488
2024,1,CA,84,84835090,,Ashdod,1,1,Each,,EXW,0,231.88,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,0,42
2024,1,CA,84,84835090,,Ben Gurion Airport,1,1,Each,,EXW,0,159.05,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,31
2024,1,CA,84,84836099,,Ben Gurion Airport,1,1,Each,,CIP,0,21048.9,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3578
2024,1,CH,39,39269090,,Ben Gurion Airport,1.58,6,Kilogram,EFTA,FOB,0,2982.06,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,507
2024,1,CH,39,39269090,,Ben Gurion Airport,2,6,Kilogram,,DDU,0,41.49,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,7
2024,1,CH,39,39269090,,Ben Gurion Airport,667,6,Kilogram,EFTA,CIP,0,6544.8,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1188
2024,1,CH,40,40103900,,Ben Gurion Airport,26,6,Kilogram,,FCA,0,14376.49,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2504
2024,1,CH,40,40103900,,Ben Gurion Airport,3.243,6,Kilogram,,DDU,0,2708.45,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,1,0,0,524
2024,1,CH,42,42022100,,Ben Gurion Airport,1,1,Each,,EXW,0,1435.35,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,279
2024,1,CA,85,85131000,,Ben Gurion Airport,2400,1,Each,,CIF,0,21932.16,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,4797
2024,1,CA,85,85189090,,Ashdod,84,6,Kilogram,,EXW,0,1055.04,CAD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,195
2024,1,CA,85,85232990,,Ben Gurion Airport,1,1,Each,,FOB,0,1717.6,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,294
2024,1,CA,85,85235100,,Ben Gurion Airport,1,1,Each,,FCA,0,217.02,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,38
2024,1,CA,85,85318090,,Ashdod,2,1,Each,,EXW,0,1286,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,221
2024,1,CA,85,85319090,,Ben Gurion Airport,3,1,Each,,EXW,0,1463.08,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,270
2024,1,CA,85,85340000,,Ben Gurion Airport,1797,1,Each,,FOB,0,1402217.01,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,241476
2024,1,CA,85,85366990,,Ben Gurion Airport,4,1,Each,,EXW,0,176.22,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,47
2024,1,CA,85,85369099,,Ben Gurion Airport,100,1,Each,,DDU,0,374.66,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,67
2024,1,CA,85,85371079,,Ben Gurion Airport,1,1,Each,,FCA,0,2939.42,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,511
2024,1,CA,85,85444230,,Ben Gurion Airport,8,1,Each,,FOB,0,39141.22,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,6835
2024,1,CA,85,85444290,,Ben Gurion Airport,1,1,Each,,EXW,0,3800.8,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,667
2024,1,CA,86,86079100,,Ashdod,1,6,Kilogram,,CIF,0,26437.33,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,4500
2024,1,CA,87,87082990,,Ashdod,1,1,Each,,FCA,0,553.22,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,110,116
2024,1,CA,87,87085090,,Ben Gurion Airport,39,1,Each,,FCA,0,30831.6,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,9386,9907
2024,1,CA,87,87089190,,Ashdod,6,1,Each,,FOB,0,3111.8,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,630,664
2024,1,CA,87,87089290,,Ben Gurion Airport,30,1,Each,,EXW,0,4485.16,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,781
2024,1,CA,87,87089390,,Ben Gurion Airport,65,1,Each,,FCA,0,3618.96,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,1047,1105
2024,1,CA,88,88073000,,Ben Gurion Airport,212,6,Kilogram,,EXW,0,1460605.3,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,253268
2024,1,CA,88,88073000,-4102000000,Ben Gurion Airport,10.2,6,Kilogram,,FOB,0,23045.58,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,CA,90,90013000,,Ben Gurion Airport,11,1,Each,,EXW,0,4403.32,CAD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,750
2024,1,CA,90,90069100,,Ben Gurion Airport,1,6,Kilogram,,FCA,0,2341.55,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,401
2024,1,CA,90,90318090,,Ben Gurion Airport,1,1,Each,,DDP,0,196.32,CAD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,33
2024,1,CA,90,90318090,,Ben Gurion Airport,2,1,Each,,CIP,0,739889.88,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,125781
2024,1,CA,90,90328912,,Ben Gurion Airport,6,1,Each,,EXW,0,6203.77,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,1527,1612
2024,1,CA,90,90329020,,Ashdod,1,6,Kilogram,,FCA,0,364.15,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,71,75
2024,1,CA,90,90329020,,Ben Gurion Airport,1,6,Kilogram,,EXW,0,195.05,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,52,55
2024,1,CA,92,92051000,,Ben Gurion Airport,3,1,Each,,EXW,0,1232.71,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,211
2024,1,CA,92,92099200,,Ben Gurion Airport,38.594,6,Kilogram,,FOB,0,8642.54,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1657
2024,1,CH,84,84139190,,Ben Gurion Airport,1,6,Kilogram,,FCA,0,572.68,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,99
2024,1,CH,84,84139190,,Ben Gurion Airport,2.25,6,Kilogram,,FCA,0,9623.02,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1650
2024,1,CH,84,84139190,,Ben Gurion Airport,4.3,6,Kilogram,,FOB,0,562.61,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,107
2024,1,CH,84,84143010,,Ben Gurion Airport,1,1,Each,,FCA,0,160,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,35,37
2024,1,CH,84,84148019,-8104000000,Ben Gurion Airport,1,1,Each,,EXW,0,35832.67,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,CH,84,84149090,,Ben Gurion Airport,2,6,Kilogram,,EXW,0,388.25,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,66
2024,1,CH,84,84149090,,Ben Gurion Airport,8.75,6,Kilogram,,FCA,0,6763.78,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1277
2024,1,CH,84,84185090,,Ashdod,3,1,Each,,FCA,0,19247.7,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3354
2024,1,CH,84,84195090,,Ben Gurion Airport,1,1,Each,,FCA,0,9573.58,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1672
2024,1,CH,84,84199000,,Ben Gurion Airport,19,1,Each,EFTA,EXW,0,8135.96,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1409
2024,1,CH,84,84212190,,Ben Gurion Airport,90,1,Each,EFTA,FCA,0,16555.01,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,3069
2024,1,CH,84,84213990,,Ben Gurion Airport,16,1,Each,,FOB,0,7109.25,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1226
2024,1,CH,84,84213990,,Ben Gurion Airport,4,1,Each,,FCA,0,1561.36,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,322
2024,1,CH,84,84219990,,Ben Gurion Airport,1,6,Kilogram,,FOB,0,47202.72,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,8036
2024,1,CH,84,84313900,,Ben Gurion Airport,1,6,Kilogram,,FCA,0,2172.77,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,371
2024,1,CH,71,71023900,,Ben Gurion Airport,651.62,10,Carat,,FOB,0,19332902.24,USD,,Israel,יבוא מסחרי-יהלומים,CommercialImportDiamonds,0,0,0,0
2024,1,CH,71,71039900,,Ben Gurion Airport,0.012,6,Kilogram,,DDP,0,4693098.75,USD,,Israel,יבוא מסחרי-יהלומים,CommercialImportDiamonds,0,0,0,0
2024,1,CH,30,30049000,,Ashdod,56,6,Kilogram,,CIF,0,1073538,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,183899
2024,1,CH,30,30049000,,Ben Gurion Airport,257.14,6,Kilogram,,CIP,0,2192490.3,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,350797
2024,1,CH,30,30064000,,Ben Gurion Airport,5.8,6,Kilogram,,CPT,0,3918.14,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,666
2024,1,CH,31,31051000,,Ben Gurion Airport,1.3,6,Kilogram,,EXW,0,1987.65,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,368
2024,1,CH,32,32042000,,Ben Gurion Airport,2000,6,Kilogram,EFTA,CIP,0,57512.53,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,9777
2024,1,CH,33,33021000,,Haifa,10005.03,6,Kilogram,EFTA,EXW,0,1920741.91,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,341987
2024,1,CH,33,33021000,-6120000000,Ben Gurion Airport,2,6,Kilogram,,DDP,0,87.24,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,33,33029000,,Ben Gurion Airport,0.4,6,Kilogram,,CIP,0,86.7,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,200
2024,1,CH,33,33029000,,Ben Gurion Airport,10,6,Kilogram,,DDP,0,1405.44,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,273
2024,1,CH,33,33030000,,Ashdod,2335,6,Kilogram,,EXW,0,3323491.11,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,649944
2024,1,CH,33,33030000,-6120000000,Ben Gurion Airport,1,6,Kilogram,,FOB,0,130.15,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,33,33049990,,Ashdod,1,6,Kilogram,,EXW,0,164.56,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,32
2024,1,CH,33,33069090,,Ashdod,48,6,Kilogram,EFTA,EXW,0,31847.14,CHF,,Israel,יבוא מסחרי,CommercialImport,1,0,0,5161
2024,1,CH,34,34024200,,Haifa,16000,6,Kilogram,,CIF,0,232676.22,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,39823
2024,1,AT,85,85122090,,Ben Gurion Airport,1,1,Each,,DDU,0,200.58,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,43
2024,1,AT,85,85122090,,Ben Gurion Airport,1,1,Each,EU,EXW,0,222.64,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,52
2024,1,AT,85,85149090,,Ben Gurion Airport,27,6,Kilogram,EU,CIP,0,29505.04,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,5039
2024,1,AT,85,85149090,,Ben Gurion Airport,4.001,6,Kilogram,,FOB,0,3617.33,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,646
2024,1,AT,85,85166000,,Ashdod,5,1,Each,,FCA,0,14197.35,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2474
2024,1,CH,39,39269090,,Ben Gurion Airport,2,6,Kilogram,EFTA,EXW,0,457.8,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,145
2024,1,CH,39,39269090,,Haifa,54,6,Kilogram,,CFR,0,14908.99,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2538
2024,1,CH,39,39269090,-6120000000,Ben Gurion Airport,1,6,Kilogram,,CIF,0,87.48,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,39,39269090,-6120000000,Ben Gurion Airport,1,6,Kilogram,,DDP,0,40.98,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,39,39269090,-6120000000,Ben Gurion Airport,1,6,Kilogram,,FCA,0,18.73,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,39,39269090,-6120000000,Ben Gurion Airport,2,6,Kilogram,,EXW,0,54.05,CHF,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CH,40,40103900,,Ashdod,2,6,Kilogram,,EXW,0,1886.95,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,338
2024,1,CH,40,40103900,,Ben Gurion Airport,1,6,Kilogram,,EXW,0,1316.79,CHF,,Israel,יבוא מסחרי,CommercialImport,0,0,0,227
2024,1,CH,40,40103900,,Ben Gurion Airport,2,6,Kilogram,EFTA,FCA,0,781.69,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,135
2024,1,CH,40,40111000,,Ashdod,632,1,Each,,CFR,0,256769.71,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,44321
